class_id,class_a_survives,class_b_survives,class_b_attack_cost,class_b_auc_gns
6f22f0e6617081a7,True,True,,0.7235527853921655
dea8c5924f298e61,True,True,,0.6825751162790697
22d320921308c32d,True,False,2.0,0.6154661821705426
902e082081bf0d46,True,False,2.0,0.5881661821705426
de3aebcab6abd899,True,False,1.0,0.2848368217054264
8f2b4518b0e0bb6a,True,True,,0.6296088696369636
0046fe7f1edad776,True,True,,0.7123529771451483
d42065ddedd8101f,True,False,2.0,0.5518858413132695
103194f4b8fa593b,True,True,,0.6567431433562617
1b40f9651adafe25,True,True,,0.5500204984790502
2e70f08d89ee2b51,True,False,2.0,0.5740203024347637
22d90988743669c5,True,False,2.0,0.5182608028079981
f3b8530e9bd63d34,True,False,1.0,0.1579472868217054
0fdc573bad7a3b6a,True,False,1.0,0.36669832591126506
92549f445acc70c2,True,True,,0.7194696178712728
1ba71e2e19d6dc9b,True,False,2.0,0.5552573133414932
4db6ce609bf9179e,True,True,,0.6840943691324842
ac48bf10d90ac9c8,True,True,,0.6075140375626995
bc8db0550cfa21bc,True,False,2.0,0.5301409581903673
e1ff3541ed2bebbf,True,True,,0.5146375439674897
8a9e7c69a3391f02,True,False,2.0,0.5673047939616483
8be8ff021f310caf,True,True,,0.6140959912923436
a04ac6c98010d38f,True,True,,0.6914970781156827
52221196342c4cfc,True,True,,0.6613035020643748
e5cb258637a67a0d,True,False,2.0,0.4545063674287216
c8045dae31dde945,True,True,,0.6953273193298325
79e93f18e3a828c1,True,True,,0.6411793943062772
63516fcc35876d20,True,True,,0.6636226010484344
258e7f4b2160c049,True,True,,0.5795183664492141
776dfde224037a46,True,True,,0.6686744329370125
da866b9347a0946a,True,True,,0.6011026109038504
5a4d2dea7b01f14e,True,False,1.0,0.1561333333333333
e8d9f73a17fa59ef,True,True,,0.5256511036952063
a1b2441cc20ce47b,True,False,2.0,0.5914063707828365
58d0a2506370cff1,True,True,,0.6689927906976744
b69fe8e6d6466238,True,False,1.0,0.2545034883720931
146786873bab93cf,True,True,,0.6932647082823338
