cell_id,experiment,policy,n_heldout,permanence_successes,permanence_probability,permanence_wilson_lo,permanence_wilson_hi,collapse_probability,capture_probability,dove_extinction_probability,hawk_extinction_probability,mutant_extinction_probability,scavenger_extinction_probability,resource_hhi_mean,mean_welfare_final,min_zone_welfare_mean,geometric_welfare_mean,recovery_time_mean,adversarial_share_mean,mutation_survival_mean,diversity_mean,false_positive_punishment_mean,false_negative_aid_to_hawk_mean,scavenger_exploitation_mean,signal_truth_corr_mean,mutual_information_mean,audit_cost_share_mean,collapse_step_mean,population_final_mean,train_permanence_probability,delay,t_irrev,R,adversarial_strength,catastrophe_severity,catastrophe_frequency,diversity_floor,mutation_rate,scavenger_enabled,future_shock,audit_p,audit_C,audit_kappa,viable
C_053_feature_proxy_d4_a0.60_s0.00_v0.00,C,feature_proxy,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10021735686186978,0.38339772147668055,0.6771753387139993,0.0,0.0,0.02038220490517447,0.8391390150106465,0.0,0.0,140.0,3506.960227824607,1.0,4,8,2.0,0.6,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,1
C_054_local_consequence_d4_a0.60_s0.00_v0.00,C,local_consequence,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09799501961700709,0.38510889796808634,0.67478505791549,0.0,0.0,0.019926250657929703,0.8343300465405448,0.0,0.0,140.0,3527.4313732627256,1.0,4,8,2.0,0.6,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,1
C_055_response_to_aid_d4_a0.60_s0.00_v0.00,C,response_to_aid,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09877700600118483,0.38449994908877155,0.6755152522026253,0.0,0.0,0.0201090954634185,0.8376381518069284,0.0,0.0,140.0,3517.0551520179574,1.0,4,8,2.0,0.6,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,1
C_056_local_global_d4_a0.60_s0.00_v0.00,C,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0984873440814822,0.38472439791233753,0.6752529912421157,0.0,0.0,0.020033088272315844,0.8352894546179335,0.0,0.0,140.0,3520.457576773604,1.0,4,8,2.0,0.6,0.0,0.0,0.0,0.01,0,0,0.0,0.0,0.0,1
D_057_always_cut_sagging_d4_a0.45_s0.25_v0.00,D,always_cut_sagging,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9997620037410475,0.9971440448925704,0.9997571987263341,0.0,0.06838581282080698,0.3359425957650944,0.6153237144544649,0.0,0.0,0.009716462796947925,0.834816617290332,0.0,0.0,140.0,4029.2518508853195,1.0,4,8,2.0,0.45,0.25,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_058_always_aid_sagging_d4_a0.45_s0.25_v0.00,D,always_aid_sagging,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9997293993680383,0.9967527924164593,0.9997231633965001,0.0,0.06840852380298464,0.3359311897540212,0.6171519431626329,0.0,0.0,0.009750477488451113,0.8305552868805662,0.0,0.0,140.0,4029.3139647427233,1.0,4,8,2.0,0.45,0.25,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_059_response_to_aid_d4_a0.45_s0.25_v0.00,D,response_to_aid,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.999739693481878,0.9968763217825352,0.9997339300462061,0.0,0.06795622419692725,0.3364888393466626,0.6169543941377952,0.0,0.0,0.009559014014877224,0.817147495738113,0.0,0.0,140.0,4030.0298189385157,1.0,4,8,2.0,0.45,0.25,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_060_local_global_d4_a0.45_s0.25_v0.00,D,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9997400128660289,0.9968801543923461,0.9997342637842389,0.0,0.06788786900556916,0.3365713874284726,0.6168799539846754,0.0,0.0,0.009540645411455235,0.8160649791247947,0.0,0.0,140.0,4030.124560297374,1.0,4,8,2.0,0.45,0.25,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_061_always_cut_sagging_d4_a0.45_s0.45_v0.00,D,always_cut_sagging,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9992618723220913,0.9911424678650965,0.9992142656831795,0.0,0.06839946304588713,0.3343493458603492,0.6147877002758192,0.0,0.0,0.00975012129987088,0.8355222685888494,0.0,0.0,140.0,4018.064855059597,1.0,4,8,2.0,0.45,0.45,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_062_always_aid_sagging_d4_a0.45_s0.45_v0.00,D,always_aid_sagging,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9992398007580463,0.9908776090965559,0.9991874896046742,0.0,0.06838278967336128,0.33437138982719616,0.6165061374826737,0.0,0.0,0.0097812414506356,0.8311979504831316,0.0,0.0,140.0,4018.090731627595,1.0,4,8,2.0,0.45,0.45,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_063_response_to_aid_d4_a0.45_s0.45_v0.00,D,response_to_aid,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9992535333261344,0.9910423999136128,0.9992031846820648,0.0,0.06792968936110373,0.3349087763608964,0.6162999322755741,0.0,0.0,0.009587723796071947,0.8179702728089342,0.0,0.0,140.0,4018.6595044985165,1.0,4,8,2.0,0.45,0.45,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_064_local_global_d4_a0.45_s0.45_v0.00,D,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9992546380501961,0.9910556566023535,0.9992044454952035,0.0,0.0678931964679033,0.33497340328222613,0.6162520735729452,0.0,0.0,0.009567471326221632,0.8166815646862631,0.0,0.0,140.0,4018.8489240279855,1.0,4,8,2.0,0.45,0.45,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_065_always_cut_sagging_d4_a0.45_s0.65_v0.00,D,always_cut_sagging,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9984395564169445,0.9818082822882219,0.998290935170714,0.0,0.06840662061894957,0.33257792753751453,0.6141300758852866,0.0,0.0,0.009788184745434886,0.836290439212619,0.0,0.0,140.0,4005.440060497978,1.0,4,8,2.0,0.45,0.65,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_066_always_aid_sagging_d4_a0.45_s0.65_v0.00,D,always_aid_sagging,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9984098531825183,0.9815824409836196,0.9982536524499115,0.0,0.06836526885099774,0.3327183971091952,0.6157837091716839,0.0,0.0,0.009818769456729569,0.831565866346049,0.0,0.0,140.0,4006.1265395314945,1.0,4,8,2.0,0.45,0.65,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_067_response_to_aid_d4_a0.45_s0.65_v0.00,D,response_to_aid,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9984093813673606,0.9817090823425901,0.9982554879775306,0.0,0.06789544642123907,0.3331799070788661,0.6154770695242626,0.0,0.0,0.009629425909010338,0.8189086780517056,0.0,0.0,140.0,4006.043978890297,1.0,4,8,2.0,0.45,0.65,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
D_068_local_global_d4_a0.45_s0.65_v0.00,D,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9984087318790059,0.9817439086442811,0.998255065039534,0.0,0.06786814278420117,0.33323379847590284,0.6154838716314971,0.0,0.0,0.009603290214795886,0.8177352720263561,0.0,0.0,140.0,4006.2187034630197,1.0,4,8,2.0,0.45,0.65,0.055,0.0,0.006,0,0,0.0,0.0,0.0,1
F_075_local_global_d4_a0.42_s0.48_v0.00,F,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1353359146234763,0.601804534683886,0.6685686726333943,0.0,0.0,0.017169457330452005,0.8439926916990039,0.0,0.0,140.0,2434.5486910775007,1.0,4,8,2.0,0.42,0.48,0.0,0.0,0.018,0,1,0.0,0.0,0.0,1
F_076_geometric_diversity_d4_a0.42_s0.48_v0.00,F,geometric_diversity,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.137939634837337,0.6013802471317146,0.6585646620526133,0.0,0.0,0.01900388304947658,0.910141049910706,0.004446968605632856,0.0,140.0,2428.6280618523483,1.0,4,8,2.0,0.42,0.48,0.0,0.0,0.018,0,1,0.0,0.0,0.0,1
F_077_monoculture_optimizer_d4_a0.42_s0.48_v0.00,F,monoculture_optimizer,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13762957951364405,0.5995977386070116,0.6670018825030614,0.0,0.0,0.017563739548417022,0.8794424244329011,0.004326978223537618,0.0,140.0,2436.5945106586146,1.0,4,8,2.0,0.42,0.48,0.0,0.0,0.018,0,1,0.0,0.0,0.0,1
F_078_local_global_d4_a0.42_s0.48_v0.12,F,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1353359146234763,0.601804534683886,0.6685686726333943,0.0,0.0,0.017169457330452005,0.8439926916990039,0.0,0.0,140.0,2434.5486910775007,1.0,4,8,2.0,0.42,0.48,0.0,0.12,0.018,0,1,0.0,0.0,0.0,1
F_079_geometric_diversity_d4_a0.42_s0.48_v0.12,F,geometric_diversity,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.137939634837337,0.6013802471317146,0.6585646620526133,0.0,0.0,0.01900388304947658,0.910141049910706,0.004446968605632856,0.0,140.0,2428.6280618523483,1.0,4,8,2.0,0.42,0.48,0.0,0.12,0.018,0,1,0.0,0.0,0.0,1
F_080_monoculture_optimizer_d4_a0.42_s0.48_v0.12,F,monoculture_optimizer,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13762957951364405,0.5995977386070116,0.6670018825030614,0.0,0.0,0.017563739548417022,0.8794424244329011,0.004326978223537618,0.0,140.0,2436.5945106586146,1.0,4,8,2.0,0.42,0.48,0.0,0.12,0.018,0,1,0.0,0.0,0.0,1
F_081_local_global_d4_a0.42_s0.48_v0.28,F,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13536088940235555,0.6017785151203137,0.6686164208165507,0.0,0.0,0.017172858219605416,0.8440147751676415,0.0,0.0,140.0,2434.441122097533,1.0,4,8,2.0,0.42,0.48,0.0,0.28,0.018,0,1,0.0,0.0,0.0,1
F_082_geometric_diversity_d4_a0.42_s0.48_v0.28,F,geometric_diversity,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13792920328462496,0.6013946657300677,0.6585652114784465,0.0,0.0,0.019002260307849215,0.9101330931704295,0.004446968605632856,0.0,140.0,2428.8897034633296,1.0,4,8,2.0,0.42,0.48,0.0,0.28,0.018,0,1,0.0,0.0,0.0,1
F_083_monoculture_optimizer_d4_a0.42_s0.48_v0.28,F,monoculture_optimizer,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13763791780639542,0.5995890572033804,0.6670210401466125,0.0,0.0,0.017565403051877836,0.8794236996930423,0.004326978223537618,0.0,140.0,2436.5170565681456,1.0,4,8,2.0,0.42,0.48,0.0,0.28,0.018,0,1,0.0,0.0,0.0,1
F_084_local_global_d4_a0.42_s0.48_v0.45,F,local_global,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13717660597531378,0.6002404875966559,0.67489499673037,0.0,0.0,0.017568429881447505,0.8477700943736972,0.0,0.0,140.0,2413.742932381756,1.0,4,8,2.0,0.42,0.48,0.0,0.45,0.018,0,1,0.0,0.0,0.0,1
F_085_geometric_diversity_d4_a0.42_s0.48_v0.45,F,geometric_diversity,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13906205251198145,0.5993715490544308,0.667442974954665,0.0,0.0,0.018736026691337723,0.8886924335279254,0.0027248908927113577,0.0,140.0,2414.55124955983,1.0,4,8,2.0,0.42,0.48,0.0,0.45,0.018,0,1,0.0,0.0,0.0,1
F_086_monoculture_optimizer_d4_a0.42_s0.48_v0.45,F,monoculture_optimizer,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13952230156983256,0.59803318960904,0.673372678393168,0.0,0.0,0.017986698980870266,0.8816604042405616,0.0048062619924787815,0.0,140.0,2415.5818832392733,1.0,4,8,2.0,0.42,0.48,0.0,0.45,0.018,0,1,0.0,0.0,0.0,1
G_087_audit_penalty_d3_a0.79_s0.45_v0.00,G,audit_penalty,15,15,1.0,0.7961107336956521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998028895815882,0.9763467497905833,0.9979187411898575,0.0,0.0842085309068053,0.2785113040619582,0.614892570975871,0.0038095238095238095,0.011904761904761906,0.027276844554357093,0.9623297221160866,0.042162030873718656,0.09000000000000014,140.0,3528.3897255157945,1.0,3,16,5.333333333333333,0.7912474873819115,0.45,0.055,0.0,0.006,1,0,0.45,0.0,0.2,1
